Inject to epoch: 7
Inject to step: 35
Epoch: 7/80, step: 0/49, loss: 3.17860, accuracy: 0.09082
Epoch: 7/80, step: 1/49, loss: 4.20658, accuracy: 0.13281
Epoch: 7/80, step: 2/49, loss: 2.99366, accuracy: 0.10742
Epoch: 7/80, step: 3/49, loss: 2.59739, accuracy: 0.12402
Epoch: 7/80, step: 4/49, loss: 2.52979, accuracy: 0.10938
Epoch: 7/80, step: 5/49, loss: 2.38475, accuracy: 0.15332
Epoch: 7/80, step: 6/49, loss: 2.45039, accuracy: 0.15820
Epoch: 7/80, step: 7/49, loss: 2.37780, accuracy: 0.16016
Epoch: 7/80, step: 8/49, loss: 2.28587, accuracy: 0.17383
Epoch: 7/80, step: 9/49, loss: 2.27635, accuracy: 0.15625
Epoch: 7/80, step: 10/49, loss: 2.26115, accuracy: 0.16895
Epoch: 7/80, step: 11/49, loss: 2.18325, accuracy: 0.19434
Epoch: 7/80, step: 12/49, loss: 2.22692, accuracy: 0.19238
Epoch: 7/80, step: 13/49, loss: 2.22770, accuracy: 0.20312
Epoch: 7/80, step: 14/49, loss: 2.16784, accuracy: 0.21484
Epoch: 7/80, step: 15/49, loss: 2.15163, accuracy: 0.21777
Epoch: 7/80, step: 16/49, loss: 2.15927, accuracy: 0.19629
Epoch: 7/80, step: 17/49, loss: 2.09644, accuracy: 0.22852
Epoch: 7/80, step: 18/49, loss: 2.06815, accuracy: 0.24609
Epoch: 7/80, step: 19/49, loss: 2.10678, accuracy: 0.21191
Epoch: 7/80, step: 20/49, loss: 2.02842, accuracy: 0.23535
Epoch: 7/80, step: 21/49, loss: 1.99760, accuracy: 0.26270
Epoch: 7/80, step: 22/49, loss: 2.00053, accuracy: 0.24707
Epoch: 7/80, step: 23/49, loss: 2.04355, accuracy: 0.23926
Epoch: 7/80, step: 24/49, loss: 2.00675, accuracy: 0.23438
Epoch: 7/80, step: 25/49, loss: 2.02425, accuracy: 0.22754
Epoch: 7/80, step: 26/49, loss: 1.99969, accuracy: 0.25684
Epoch: 7/80, step: 27/49, loss: 1.98623, accuracy: 0.23340
Epoch: 7/80, step: 28/49, loss: 1.97319, accuracy: 0.27832
Epoch: 7/80, step: 29/49, loss: 1.96770, accuracy: 0.26465
Epoch: 7/80, step: 30/49, loss: 1.91414, accuracy: 0.27148
Epoch: 7/80, step: 31/49, loss: 1.97768, accuracy: 0.24707
Epoch: 7/80, step: 32/49, loss: 1.94277, accuracy: 0.27344
Epoch: 7/80, step: 33/49, loss: 1.92216, accuracy: 0.29395
Epoch: 7/80, step: 34/49, loss: 1.93798, accuracy: 0.26465
Inject worker: 5
Inject layer: basicblock_4_basic_0_downsample_grad_in
Shape for target layer is (128, 4, 4, 512)
Position is (124, 3, 1, 450), Golden data is 0.0, inject data is 8.98393226329413e+17
Epoch: 7/80, step: 35/49, loss: 1.91431, accuracy: 0.28223
Epoch: 7/80, step: 36/49, loss: 1.93891, accuracy: 0.25977
Epoch: 7/80, step: 37/49, loss: 1.99999, accuracy: 0.22168
